drugA,drugB,cell_line,synergy
MK-4541,VINBLASTINE,MDAMB436,-24.5879841451
MK-4541,VINBLASTINE,NCIH1650,-16.6559270127
MK-4541,VINBLASTINE,NCIH2122,-14.7396004639
MK-4541,VINBLASTINE,NCIH23,-36.7646523623
MK-4541,VINBLASTINE,NCIH460,-11.0591356034
MK-4541,VINBLASTINE,NCIH520,-21.0486376087
MK-4541,VINBLASTINE,OV90,-20.6522218973
MK-4541,VINBLASTINE,OVCAR3,-29.9394761455
MK-4541,VINBLASTINE,RKO,3.4084971259
MK-4541,VINBLASTINE,RPMI7951,-18.4971530336
MK-4541,VINBLASTINE,SKMEL30,-4.4975082218
MK-4541,VINBLASTINE,SKMES1,-10.5432382748
MK-4541,VINBLASTINE,SKOV3,3.1866063092
MK-4541,VINBLASTINE,SW620,-0.7909682896
MK-4541,VINBLASTINE,SW837,-2.4019715776
MK-4541,VINBLASTINE,T47D,-34.7084705006
MK-4541,VINBLASTINE,UACC62,-13.0630665669
MK-4541,VINBLASTINE,VCAP,18.2777605556
MK-4541,VINBLASTINE,ZR751,-31.6928187105
MK-4541,VINORELBINE,A2058,-18.8844755006
MK-4541,VINORELBINE,A2780,-11.0907628191
MK-4541,VINORELBINE,A375,3.3124272209
MK-4541,VINORELBINE,CAOV3,-49.6215820843
MK-4541,VINORELBINE,ES2,11.1277404944
MK-4541,VINORELBINE,HCT116,-22.0219816913
MK-4541,VINORELBINE,HT144,-14.0575432416
MK-4541,VINORELBINE,HT29,-18.3719280272
MK-4541,VINORELBINE,KPL1,-2.4988790506
MK-4541,VINORELBINE,LNCAP,3.4092346219
MK-4541,VINORELBINE,LOVO,-0.1885593852
MK-4541,VINORELBINE,MDAMB436,3.1579859952
MK-4541,VINORELBINE,NCIH1650,7.0717553251
MK-4541,VINORELBINE,NCIH2122,-19.48779066
MK-4541,VINORELBINE,NCIH23,-10.0719923118
MK-4541,VINORELBINE,NCIH460,7.6365323128
MK-4541,VINORELBINE,NCIH520,-2.3405064112
MK-4541,VINORELBINE,OV90,23.691483498
MK-4541,VINORELBINE,OVCAR3,-34.517921513
MK-4541,VINORELBINE,RKO,-11.0426359232
MK-4541,VINORELBINE,RPMI7951,-15.3226362964
MK-4541,VINORELBINE,SKMEL30,5.2001428162
MK-4541,VINORELBINE,SKMES1,7.2449436642
MK-4541,VINORELBINE,SKOV3,1.5315445657
MK-4541,VINORELBINE,SW620,-2.5598113545
MK-4541,VINORELBINE,SW837,-15.2696197691
MK-4541,VINORELBINE,T47D,-9.7309193431
MK-4541,VINORELBINE,UACC62,-16.3038921175
MK-4541,VINORELBINE,VCAP,-5.0697644613
MK-4541,VINORELBINE,ZR751,-29.2003368238
MK-4541,ZOLINZA,A2058,-3.0044059812
MK-4541,ZOLINZA,A2780,15.936599139
MK-4541,ZOLINZA,A375,-0.726728037
MK-4541,ZOLINZA,CAOV3,31.677957307
MK-4541,ZOLINZA,ES2,-6.7519590172
MK-4541,ZOLINZA,HCT116,12.4820421739
MK-4541,ZOLINZA,HT144,0.4444298368
MK-4541,ZOLINZA,HT29,21.7394220553
MK-4541,ZOLINZA,KPL1,14.051123848
MK-4541,ZOLINZA,LNCAP,-49.7410337516
MK-4541,ZOLINZA,LOVO,10.4135585637
MK-4541,ZOLINZA,MDAMB436,5.95328213
MK-4541,ZOLINZA,NCIH1650,17.7957358341
MK-4541,ZOLINZA,NCIH2122,22.524596144
MK-4541,ZOLINZA,NCIH23,-5.4855448423
MK-4541,ZOLINZA,NCIH460,3.2893932816
MK-4541,ZOLINZA,NCIH520,0.629341802
MK-4541,ZOLINZA,OV90,-5.7152393194
MK-4541,ZOLINZA,OVCAR3,36.5631573701
MK-4541,ZOLINZA,RKO,21.871825799
MK-4541,ZOLINZA,RPMI7951,4.630975247
MK-4541,ZOLINZA,SKMEL30,16.6100609938
MK-4541,ZOLINZA,SKMES1,6.059182723
MK-4541,ZOLINZA,SKOV3,29.7124297305
MK-4541,ZOLINZA,SW620,7.3525661917
MK-4541,ZOLINZA,SW837,23.4437745978
MK-4541,ZOLINZA,T47D,28.3844174082
MK-4541,ZOLINZA,UACC62,9.5945672917
MK-4541,ZOLINZA,VCAP,38.0922341676
MK-4541,ZOLINZA,ZR751,-27.1993822514
MK-4827,ABT-888,A2058,-21.7095850302
MK-4827,ABT-888,A2780,-15.066826573
MK-4827,ABT-888,A375,-20.2568034614
MK-4827,ABT-888,CAOV3,-44.0513795685
MK-4827,ABT-888,ES2,-6.5522400067
MK-4827,ABT-888,HCT116,-2.9684798334
MK-4827,ABT-888,HT144,-27.3901260827
MK-4827,ABT-888,HT29,8.8040114682
MK-4827,ABT-888,KPL1,-2.9199675354
MK-4827,ABT-888,LNCAP,-50.2162014379
MK-4827,ABT-888,LOVO,-10.491603174
MK-4827,ABT-888,MDAMB436,-3.4156190528
MK-4827,ABT-888,NCIH1650,-15.6508766429
MK-4827,ABT-888,NCIH2122,-3.193496465
MK-4827,ABT-888,NCIH23,-8.9937074133
MK-4827,ABT-888,NCIH460,-13.3337673737
MK-4827,ABT-888,NCIH520,-8.5968308722
MK-4827,ABT-888,OV90,0.2349067495
MK-4827,ABT-888,OVCAR3,10.0254247712
MK-4827,ABT-888,RKO,-6.944775833
MK-4827,ABT-888,RPMI7951,-2.1465008772
MK-4827,ABT-888,SKMEL30,-3.0599675412
MK-4827,ABT-888,SKMES1,-6.9980190405
MK-4827,ABT-888,SKOV3,0.1702136503
MK-4827,ABT-888,SW620,-4.8188074665
MK-4827,ABT-888,SW837,-60.4411146444
MK-4827,ABT-888,T47D,-0.1984894826
MK-4827,ABT-888,UACC62,-14.4039094579
MK-4827,ABT-888,VCAP,-3.4814666755
MK-4827,ABT-888,ZR751,-18.8128831897
MK-4827,BEZ-235,A2058,0.5731306047
MK-4827,BEZ-235,A2780,10.7132148885
MK-4827,BEZ-235,A375,45.0631442921
MK-4827,BEZ-235,CAOV3,-2.5202599962
MK-4827,BEZ-235,ES2,7.6791536096
MK-4827,BEZ-235,HCT116,13.6970751099
MK-4827,BEZ-235,HT144,22.5142329719
MK-4827,BEZ-235,HT29,19.6270752429
MK-4827,BEZ-235,KPL1,17.7599387563
MK-4827,BEZ-235,LNCAP,67.3045456986
MK-4827,BEZ-235,LOVO,13.1312696712
MK-4827,BEZ-235,MDAMB436,22.9990069889
MK-4827,BEZ-235,NCIH1650,7.6778640734
MK-4827,BEZ-235,NCIH2122,14.8936563075
MK-4827,BEZ-235,NCIH23,-4.5279183017
MK-4827,BEZ-235,NCIH460,31.6641367571
MK-4827,BEZ-235,NCIH520,13.2667361593
MK-4827,BEZ-235,OV90,10.6819271118
MK-4827,BEZ-235,OVCAR3,18.8899047583
MK-4827,BEZ-235,RKO,13.9373828606
MK-4827,BEZ-235,RPMI7951,17.4868958083
MK-4827,BEZ-235,SKMEL30,25.0396981888
MK-4827,BEZ-235,SKMES1,16.1096711408
MK-4827,BEZ-235,SKOV3,5.5750544241
MK-4827,BEZ-235,SW620,5.0948782938
MK-4827,BEZ-235,SW837,11.0333226337
MK-4827,BEZ-235,T47D,110.1087282179
MK-4827,BEZ-235,UACC62,17.1919347794
MK-4827,BEZ-235,VCAP,21.1435169599
MK-4827,BEZ-235,ZR751,13.6162149263
MK-4827,BORTEZOMIB,A2058,1.361695813
MK-4827,BORTEZOMIB,A2780,-10.3967464015
MK-4827,BORTEZOMIB,A375,-22.3901154551
MK-4827,BORTEZOMIB,CAOV3,-21.7517234196
MK-4827,BORTEZOMIB,ES2,-19.9591629398
MK-4827,BORTEZOMIB,HCT116,1.871605669
MK-4827,BORTEZOMIB,HT144,-153.9406707298
MK-4827,BORTEZOMIB,HT29,-17.709527854
MK-4827,BORTEZOMIB,KPL1,3.3925145023
MK-4827,BORTEZOMIB,LNCAP,-151.2309128774
MK-4827,BORTEZOMIB,LOVO,4.8447941524
MK-4827,BORTEZOMIB,MDAMB436,11.3880138481
MK-4827,BORTEZOMIB,NCIH1650,-20.6808160052
MK-4827,BORTEZOMIB,NCIH2122,21.4552313145
MK-4827,BORTEZOMIB,NCIH23,-4.9512191816
MK-4827,BORTEZOMIB,NCIH460,14.5480177999
MK-4827,BORTEZOMIB,NCIH520,-32.4334882586
MK-4827,BORTEZOMIB,OV90,-4.5762183741
MK-4827,BORTEZOMIB,OVCAR3,12.6320528333
MK-4827,BORTEZOMIB,RKO,8.153918499
MK-4827,BORTEZOMIB,RPMI7951,-12.0944140378
MK-4827,BORTEZOMIB,SKMEL30,-1.8572475636
MK-4827,BORTEZOMIB,SKMES1,-13.014226774
MK-4827,BORTEZOMIB,SKOV3,3.528174616
MK-4827,BORTEZOMIB,SW620,0.8189500941
MK-4827,BORTEZOMIB,SW837,-154.4375722041
MK-4827,BORTEZOMIB,T47D,-11.2295534018
MK-4827,BORTEZOMIB,UACC62,-3.5835164628
MK-4827,BORTEZOMIB,VCAP,-8.9537815455
MK-4827,BORTEZOMIB,ZR751,2.0855471541
MK-4827,DASATINIB,A2058,15.1210535378
MK-4827,DASATINIB,A2780,65.136959989
MK-4827,DASATINIB,A375,31.8388014652
MK-4827,DASATINIB,CAOV3,5.4047390666
MK-4827,DASATINIB,ES2,-4.5208603064
MK-4827,DASATINIB,HCT116,-4.7255662714
MK-4827,DASATINIB,HT144,-38.1379147593
MK-4827,DASATINIB,HT29,26.4330759778
MK-4827,DASATINIB,KPL1,15.1249326352
MK-4827,DASATINIB,LNCAP,23.4573472643
MK-4827,DASATINIB,LOVO,34.2985317436
MK-4827,DASATINIB,MDAMB436,28.8968049122
MK-4827,DASATINIB,NCIH1650,30.8186562618
MK-4827,DASATINIB,NCIH2122,-48.853075973
MK-4827,DASATINIB,NCIH23,11.3384790081
MK-4827,DASATINIB,NCIH460,10.8688288177
MK-4827,DASATINIB,NCIH520,55.1716373152
MK-4827,DASATINIB,OV90,-5.8757228963
MK-4827,DASATINIB,OVCAR3,77.7320835994
MK-4827,DASATINIB,RKO,23.7353555987
MK-4827,DASATINIB,RPMI7951,17.5732980632
MK-4827,DASATINIB,SKMEL30,-23.2700519401
MK-4827,DASATINIB,SKMES1,0.9249674689
MK-4827,DASATINIB,SKOV3,-5.519415336
MK-4827,DASATINIB,SW620,37.056337833
MK-4827,DASATINIB,SW837,19.0086268452
MK-4827,DASATINIB,T47D,-15.3839573136
MK-4827,DASATINIB,UACC62,4.8564385708
MK-4827,DASATINIB,VCAP,29.8427649276
MK-4827,DASATINIB,ZR751,27.3708077555
MK-4827,DINACICLIB,A2058,-3.3243916759
MK-4827,DINACICLIB,A2780,5.8741739359
MK-4827,DINACICLIB,A375,-12.7571058904
MK-4827,DINACICLIB,CAOV3,-6.2878737252
MK-4827,DINACICLIB,ES2,-18.7692156388
MK-4827,DINACICLIB,HCT116,-8.4715509697
MK-4827,DINACICLIB,HT144,-6.7525883605
MK-4827,DINACICLIB,HT29,-5.7849395929
MK-4827,DINACICLIB,KPL1,4.5803383678
MK-4827,DINACICLIB,LNCAP,-1.870128722
MK-4827,DINACICLIB,LOVO,-12.5359767616
MK-4827,DINACICLIB,MDAMB436,2.3345197631
MK-4827,DINACICLIB,NCIH1650,2.2614138809
MK-4827,DINACICLIB,NCIH2122,10.5022199575
MK-4827,DINACICLIB,NCIH23,-12.9521422768
MK-4827,DINACICLIB,NCIH460,10.6814359469
MK-4827,DINACICLIB,NCIH520,-11.5718341594
MK-4827,DINACICLIB,OV90,-19.6587600338
MK-4827,DINACICLIB,OVCAR3,10.924376675
MK-4827,DINACICLIB,RKO,1.1896953386
MK-4827,DINACICLIB,RPMI7951,-1.4308166689
MK-4827,DINACICLIB,SKMEL30,-6.960430131
MK-4827,DINACICLIB,SKMES1,0.1269233947
MK-4827,DINACICLIB,SKOV3,1.2519369923
MK-4827,DINACICLIB,SW620,-6.1380012311
MK-4827,DINACICLIB,SW837,-18.8343240238
MK-4827,DINACICLIB,T47D,-28.7977944622
MK-4827,DINACICLIB,UACC62,-0.1040407892
MK-4827,DINACICLIB,VCAP,8.542395451
MK-4827,DINACICLIB,ZR751,3.0565088035
MK-4827,ERLOTINIB,A2058,13.7398791241
MK-4827,ERLOTINIB,A2780,4.9261752345
MK-4827,ERLOTINIB,A375,11.3203419113
MK-4827,ERLOTINIB,CAOV3,4.7903220498
MK-4827,ERLOTINIB,ES2,-8.0903724203
MK-4827,ERLOTINIB,HCT116,1.2049970519
MK-4827,ERLOTINIB,HT144,4.5082601753
MK-4827,ERLOTINIB,HT29,16.4535835677
MK-4827,ERLOTINIB,KPL1,23.5004557722
MK-4827,ERLOTINIB,LNCAP,-15.2269723813
MK-4827,ERLOTINIB,LOVO,16.4102642018
MK-4827,ERLOTINIB,MDAMB436,12.5787736119
MK-4827,ERLOTINIB,NCIH1650,5.2902855577
MK-4827,ERLOTINIB,NCIH2122,20.4012692523
MK-4827,ERLOTINIB,NCIH23,-6.6302284167
MK-4827,ERLOTINIB,NCIH460,3.6390606614
MK-4827,ERLOTINIB,NCIH520,5.6604425387
MK-4827,ERLOTINIB,OV90,-10.5569310089
MK-4827,ERLOTINIB,OVCAR3,20.997830213
MK-4827,ERLOTINIB,RKO,2.9501553744
MK-4827,ERLOTINIB,RPMI7951,-2.4486194816
MK-4827,ERLOTINIB,SKMEL30,-3.5900551174
MK-4827,ERLOTINIB,SKMES1,10.0066673491
MK-4827,ERLOTINIB,SKOV3,7.5147891191
MK-4827,ERLOTINIB,SW620,6.2989162816
MK-4827,ERLOTINIB,SW837,25.4834269638
MK-4827,ERLOTINIB,T47D,0.2270660412
MK-4827,ERLOTINIB,UACC62,4.8869189398
MK-4827,ERLOTINIB,VCAP,19.303506826
MK-4827,ERLOTINIB,ZR751,26.6192154096
MK-4827,GELDANAMYCIN,A2058,33.0257256486
MK-4827,GELDANAMYCIN,A2780,6.8594869606
MK-4827,GELDANAMYCIN,A375,-23.7286425554
MK-4827,GELDANAMYCIN,CAOV3,-11.244771676
MK-4827,GELDANAMYCIN,ES2,-1.2147575896
MK-4827,GELDANAMYCIN,HCT116,5.9686142217
MK-4827,GELDANAMYCIN,HT144,-192.3795412676
MK-4827,GELDANAMYCIN,HT29,-1.8344160924
MK-4827,GELDANAMYCIN,KPL1,6.1882302166
MK-4827,GELDANAMYCIN,LNCAP,-146.8610115479
MK-4827,GELDANAMYCIN,LOVO,-17.2678117204
MK-4827,GELDANAMYCIN,MDAMB436,16.699981528
MK-4827,GELDANAMYCIN,NCIH1650,1.7164523906
MK-4827,GELDANAMYCIN,NCIH2122,7.4235144731
MK-4827,GELDANAMYCIN,NCIH23,-14.190733859
MK-4827,GELDANAMYCIN,NCIH460,2.1245935418
MK-4827,GELDANAMYCIN,NCIH520,3.4185716111
MK-4827,GELDANAMYCIN,OV90,-6.1912258667
MK-4827,GELDANAMYCIN,OVCAR3,57.8509458446
MK-4827,GELDANAMYCIN,RKO,-2.771483432
MK-4827,GELDANAMYCIN,RPMI7951,-2.867792917
MK-4827,GELDANAMYCIN,SKMEL30,9.59874505
MK-4827,GELDANAMYCIN,SKMES1,7.9613602205
MK-4827,GELDANAMYCIN,SKOV3,-6.6422677955
MK-4827,GELDANAMYCIN,SW620,2.1483090672
MK-4827,GELDANAMYCIN,SW837,-159.2956555545
MK-4827,GELDANAMYCIN,T47D,-21.7128831497
MK-4827,GELDANAMYCIN,UACC62,-15.7573863566
MK-4827,GELDANAMYCIN,VCAP,17.3168148781
MK-4827,GELDANAMYCIN,ZR751,-11.9360223345
MK-4827,MK-2206,A2058,49.6182605652
MK-4827,MK-2206,A2780,29.6373575261
MK-4827,MK-2206,A375,24.4050968707
MK-4827,MK-2206,CAOV3,19.3580261423
MK-4827,MK-2206,ES2,-0.1430893356
MK-4827,MK-2206,HCT116,11.1831628196
MK-4827,MK-2206,HT144,10.0544586979
MK-4827,MK-2206,HT29,24.4498616747
MK-4827,MK-2206,KPL1,45.9186072057
MK-4827,MK-2206,LNCAP,-1.151403425
MK-4827,MK-2206,LOVO,12.7268404889
MK-4827,MK-2206,MDAMB436,16.5637648915
MK-4827,MK-2206,NCIH1650,14.4540772704
MK-4827,MK-2206,NCIH2122,58.4267009166
MK-4827,MK-2206,NCIH23,15.7699302156
MK-4827,MK-2206,NCIH460,34.0863129935
MK-4827,MK-2206,NCIH520,19.8477999336
MK-4827,MK-2206,OV90,10.0556019051
MK-4827,MK-2206,OVCAR3,11.1932663366
MK-4827,MK-2206,RKO,69.3935126094
MK-4827,MK-2206,RPMI7951,15.7014186411
MK-4827,MK-2206,SKMEL30,4.5039259565
MK-4827,MK-2206,SKMES1,28.6412566456
MK-4827,MK-2206,SKOV3,16.3735548303
MK-4827,MK-2206,SW620,36.544120005
MK-4827,MK-2206,SW837,33.267892762
MK-4827,MK-2206,T47D,11.8266229513
MK-4827,MK-2206,UACC62,11.1528386391
MK-4827,MK-2206,VCAP,23.9650040524
MK-4827,MK-2206,ZR751,22.4651020938
MK-4827,MK-8669,A2058,10.3410755451
MK-4827,MK-8669,A2780,21.7845023474
MK-4827,MK-8669,A375,43.9802701347
MK-4827,MK-8669,CAOV3,-3.4461070708
MK-4827,MK-8669,ES2,9.8198538166
MK-4827,MK-8669,HCT116,2.3863252571
MK-4827,MK-8669,HT144,10.6476492977
MK-4827,MK-8669,HT29,31.8364796546
MK-4827,MK-8669,KPL1,34.3416055129
MK-4827,MK-8669,LNCAP,6.714482689
MK-4827,MK-8669,LOVO,22.085575074
MK-4827,MK-8669,MDAMB436,19.7708985863
MK-4827,MK-8669,NCIH1650,22.6890278169
MK-4827,MK-8669,NCIH2122,28.8294682458
MK-4827,MK-8669,NCIH23,18.7636458611
MK-4827,MK-8669,NCIH460,10.826070543
MK-4827,MK-8669,NCIH520,9.909229782
MK-4827,MK-8669,OV90,14.0400181263
MK-4827,MK-8669,OVCAR3,47.2673990601
MK-4827,MK-8669,RKO,33.3787658322
MK-4827,MK-8669,RPMI7951,19.8565546335
MK-4827,MK-8669,SKMEL30,23.8763470697
MK-4827,MK-8669,SKMES1,20.5577616505
MK-4827,MK-8669,SKOV3,22.8494118679
MK-4827,MK-8669,SW620,24.0365111416
MK-4827,MK-8669,SW837,17.1475873045
MK-4827,MK-8669,T47D,34.45598785
MK-4827,MK-8669,UACC62,10.854619548
MK-4827,MK-8669,VCAP,34.6981351544
MK-4827,MK-8669,ZR751,25.7440428633
MK-4827,MK-8776,A2058,59.7195734534
MK-4827,MK-8776,A2780,21.6306946436
MK-4827,MK-8776,A375,33.35963122225
MK-4827,MK-8776,CAOV3,27.14793199935
MK-4827,MK-8776,ES2,-36.85975687575
MK-4827,MK-8776,HCT116,17.1264859929
MK-4827,MK-8776,HT144,21.7663508857
MK-4827,MK-8776,HT29,0.94510999805
MK-4827,MK-8776,KPL1,10.0663280248
MK-4827,MK-8776,LNCAP,-12.0987464712
MK-4827,MK-8776,LOVO,-10.47546150725
MK-4827,MK-8776,MDAMB436,25.6577740145
MK-4827,MK-8776,NCIH1650,-7.48397382335
MK-4827,MK-8776,NCIH2122,-13.43811324935
MK-4827,MK-8776,NCIH23,-4.7246296162
MK-4827,MK-8776,NCIH460,18.9264572621
MK-4827,MK-8776,NCIH520,16.9675540225
MK-4827,MK-8776,OV90,7.2784628524
MK-4827,MK-8776,OVCAR3,61.0277963504
MK-4827,MK-8776,RKO,11.4570027212
MK-4827,MK-8776,RPMI7951,-6.4065237116
MK-4827,MK-8776,SKMEL30,23.4368935032
MK-4827,MK-8776,SKMES1,-1.7422505974
MK-4827,MK-8776,SKOV3,6.0850015382
MK-4827,MK-8776,SW620,7.54417550075
MK-4827,MK-8776,SW837,-11.4530259219
MK-4827,MK-8776,T47D,-14.8138128556
MK-4827,MK-8776,UACC62,7.9143177615
MK-4827,MK-8776,VCAP,18.5837193932
MK-4827,MK-8776,ZR751,7.2023688087
MK-4827,OXALIPLATIN,A2058,17.4993954527
MK-4827,OXALIPLATIN,A2780,1.1420241683
MK-4827,OXALIPLATIN,A375,-13.1240341572
MK-4827,OXALIPLATIN,CAOV3,-10.6933930594
MK-4827,OXALIPLATIN,ES2,-11.9431852862
MK-4827,OXALIPLATIN,HCT116,13.2061137678
MK-4827,OXALIPLATIN,HT144,-12.9040379149
MK-4827,OXALIPLATIN,HT29,-2.3338747711
MK-4827,OXALIPLATIN,KPL1,-1.0741160064
MK-4827,OXALIPLATIN,LNCAP,9.2128212416
MK-4827,OXALIPLATIN,LOVO,-17.7163721494
MK-4827,OXALIPLATIN,MDAMB436,-7.027663041
MK-4827,OXALIPLATIN,NCIH1650,-6.8601743982
MK-4827,OXALIPLATIN,NCIH2122,4.9488834749
MK-4827,OXALIPLATIN,NCIH23,-15.5574091396
MK-4827,OXALIPLATIN,NCIH460,-14.3052842477
MK-4827,OXALIPLATIN,NCIH520,2.9608049987
MK-4827,OXALIPLATIN,OV90,-24.3196896315
MK-4827,OXALIPLATIN,OVCAR3,9.0385144968
MK-4827,OXALIPLATIN,RKO,-6.0000534545
MK-4827,OXALIPLATIN,RPMI7951,-26.1679328522
MK-4827,OXALIPLATIN,SKMEL30,5.6416860927
MK-4827,OXALIPLATIN,SKMES1,-5.8963232641
MK-4827,OXALIPLATIN,SKOV3,5.3093722666
MK-4827,OXALIPLATIN,SW620,13.4001676462
MK-4827,OXALIPLATIN,SW837,-1.2087603779
MK-4827,OXALIPLATIN,T47D,-8.2520420829
MK-4827,OXALIPLATIN,UACC62,-22.6104029121
MK-4827,OXALIPLATIN,VCAP,5.6894086226
MK-4827,OXALIPLATIN,ZR751,-6.5414357959
MK-4827,PD325901,A2058,6.3581841416
MK-4827,PD325901,A2780,34.5835792665
MK-4827,PD325901,A375,-0.7736426448
MK-4827,PD325901,CAOV3,11.6319119422
MK-4827,PD325901,ES2,-2.1090872148
MK-4827,PD325901,HCT116,4.7619162326
MK-4827,PD325901,HT144,7.4068046592
MK-4827,PD325901,HT29,-2.4845784462
MK-4827,PD325901,KPL1,-2.5921691018
MK-4827,PD325901,LNCAP,-17.8828884577
MK-4827,PD325901,LOVO,-2.8426146795
MK-4827,PD325901,MDAMB436,21.411066342
MK-4827,PD325901,NCIH1650,-10.3919106172
MK-4827,PD325901,NCIH2122,14.0562322772
MK-4827,PD325901,NCIH23,-2.8394961705
MK-4827,PD325901,NCIH460,15.3937025178
MK-4827,PD325901,NCIH520,-8.9266439905
MK-4827,PD325901,OV90,-9.756052268
MK-4827,PD325901,OVCAR3,39.7980909525
MK-4827,PD325901,RKO,13.7607102025
MK-4827,PD325901,RPMI7951,-3.0863413489
MK-4827,PD325901,SKMEL30,-3.423256687
MK-4827,PD325901,SKMES1,-18.767475631
MK-4827,PD325901,SKOV3,-0.0689831457
MK-4827,PD325901,SW620,6.8854290337
MK-4827,PD325901,SW837,9.6127809223
MK-4827,PD325901,T47D,-8.5397661653
MK-4827,PD325901,UACC62,-14.9478732974
MK-4827,PD325901,VCAP,23.9409110297
MK-4827,PD325901,ZR751,13.9316684254
MK-4827,SN-38,A2058,20.63773682695
MK-4827,SN-38,A2780,31.2360509748
MK-4827,SN-38,A375,35.20710076235
MK-4827,SN-38,CAOV3,31.02639734485
MK-4827,SN-38,ES2,22.559158215849997
MK-4827,SN-38,HCT116,30.37177161095
MK-4827,SN-38,HT144,15.6290918857
MK-4827,SN-38,HT29,5.0582954471
MK-4827,SN-38,KPL1,10.2912192653
MK-4827,SN-38,LNCAP,6.5268165003
MK-4827,SN-38,LOVO,-0.5733603871500002
MK-4827,SN-38,MDAMB436,20.4483452345
MK-4827,SN-38,NCIH1650,3.301945420800001
MK-4827,SN-38,NCIH2122,2.2297388633999997
MK-4827,SN-38,NCIH23,17.08621800925
MK-4827,SN-38,NCIH460,28.458042042
MK-4827,SN-38,NCIH520,19.4775172747
MK-4827,SN-38,OV90,14.1924417049
MK-4827,SN-38,OVCAR3,12.4052366566
MK-4827,SN-38,RKO,35.8658389525
MK-4827,SN-38,RPMI7951,32.0014401919
MK-4827,SN-38,SKMEL30,24.8922683336
MK-4827,SN-38,SKMES1,32.2449321113
MK-4827,SN-38,SKOV3,33.6959739961
MK-4827,SN-38,SW620,22.29256226355
MK-4827,SN-38,SW837,2.5602825257
MK-4827,SN-38,T47D,20.5047741076
MK-4827,SN-38,UACC62,35.6282513121
MK-4827,SN-38,VCAP,38.2374649035
MK-4827,SN-38,ZR751,27.0252583759
MK-4827,SORAFENIB,A2058,-11.7275598816
MK-4827,SORAFENIB,A2780,2.6381610682
MK-4827,SORAFENIB,A375,5.4646269223
MK-4827,SORAFENIB,CAOV3,-16.7616786742
MK-4827,SORAFENIB,ES2,-6.8165699079
MK-4827,SORAFENIB,HCT116,0.217857563
MK-4827,SORAFENIB,HT144,5.1843715121
MK-4827,SORAFENIB,HT29,2.715856743
MK-4827,SORAFENIB,KPL1,2.7129014939
MK-4827,SORAFENIB,LNCAP,-10.9047810239
MK-4827,SORAFENIB,LOVO,-5.5996143495
MK-4827,SORAFENIB,MDAMB436,-3.0197675408
MK-4827,SORAFENIB,NCIH1650,-0.353930508
MK-4827,SORAFENIB,NCIH2122,4.0469305244
MK-4827,SORAFENIB,NCIH23,0.4358429335
MK-4827,SORAFENIB,NCIH460,11.0023644538
MK-4827,SORAFENIB,NCIH520,9.0800379182
MK-4827,SORAFENIB,OV90,-1.4796869507
MK-4827,SORAFENIB,OVCAR3,-4.351257453
MK-4827,SORAFENIB,RKO,1.9068468848
MK-4827,SORAFENIB,RPMI7951,-3.2665637632
MK-4827,SORAFENIB,SKMEL30,7.2015273897
MK-4827,SORAFENIB,SKMES1,13.183169389
MK-4827,SORAFENIB,SKOV3,19.1040236762
MK-4827,SORAFENIB,SW620,1.6893417043
MK-4827,SORAFENIB,SW837,1.9677946448
MK-4827,SORAFENIB,T47D,-3.1430782315
MK-4827,SORAFENIB,UACC62,5.3206898969
MK-4827,SORAFENIB,VCAP,-7.8656197086
MK-4827,SORAFENIB,ZR751,-20.4973208881
MK-4827,TOPOTECAN,A2058,-1.5630949819
MK-4827,TOPOTECAN,A2780,8.0625879778
MK-4827,TOPOTECAN,A375,4.7948811043
MK-4827,TOPOTECAN,CAOV3,8.6236608279
MK-4827,TOPOTECAN,ES2,-1.3824327554
MK-4827,TOPOTECAN,HCT116,30.3832569944
MK-4827,TOPOTECAN,HT144,1.7452910357
MK-4827,TOPOTECAN,HT29,1.0140114014
MK-4827,TOPOTECAN,KPL1,7.3357479908
MK-4827,TOPOTECAN,LNCAP,13.5924569463
MK-4827,TOPOTECAN,LOVO,12.0406260986
MK-4827,TOPOTECAN,MDAMB436,10.1823770196
MK-4827,TOPOTECAN,NCIH1650,32.8526418159
MK-4827,TOPOTECAN,NCIH2122,14.3504128718
MK-4827,TOPOTECAN,NCIH23,9.1257204241
MK-4827,TOPOTECAN,NCIH460,12.2369843847
MK-4827,TOPOTECAN,NCIH520,15.0054587836
MK-4827,TOPOTECAN,OV90,9.0440510067
MK-4827,TOPOTECAN,OVCAR3,-21.4269635018
MK-4827,TOPOTECAN,RKO,30.6267477674
MK-4827,TOPOTECAN,RPMI7951,10.7012586964
MK-4827,TOPOTECAN,SKMEL30,16.8842227729
MK-4827,TOPOTECAN,SKMES1,50.4167025817
MK-4827,TOPOTECAN,SKOV3,33.7556062902
MK-4827,TOPOTECAN,SW620,11.1749099405
MK-4827,TOPOTECAN,SW837,-8.2343018207
MK-4827,TOPOTECAN,T47D,-15.7257951105
MK-4827,TOPOTECAN,UACC62,4.5443507185
MK-4827,TOPOTECAN,VCAP,36.8324941582
MK-4827,TOPOTECAN,ZR751,10.9801153323
MK-5108,ABT-888,A2058,14.4110973025
MK-5108,ABT-888,A2780,7.5622432431
MK-5108,ABT-888,A375,15.5785264196
MK-5108,ABT-888,CAOV3,15.6334189345
MK-5108,ABT-888,ES2,10.4874511756
